Probe Set ID	Gene Symbol	Gene Title	Gene ID
ENSMUSG00000042229	RABIF	RAB interacting factor	5877
ENSMUSG00000030815	PHKG2	phosphorylase kinase catalytic subunit gamma 2	5261
ENSMUSG00000006527	SFMBT1	Scm-like with four mbt domains 1	51460
ENSMUSG00000030727	RABEP2	rabaptin, RAB GTPase binding effector protein 2	79874
ENSMUSG00000071665	FOXR2	forkhead box R2	139628
ENSMUSG00000094468	TRAV9-2	T-cell receptor alpha variable 9-2	na
ENSMUSG00000052155	ACVR2A	activin A receptor type 2A	92
ENSMUSG00000028152	TSPAN5	tetraspanin 5	10098
ENSMUSG00000018387	SHROOM1	shroom family member 1	134549
ENSMUSG00000039830	OLIG2	oligodendrocyte transcription factor 2	10215
ENSMUSG00000026942	TRAF2	TNF receptor associated factor 2	7186
ENSMUSG00000036473	NTN3	netrin 3	4917
ENSMUSG00000053877	SRCAP	Snf2 related CREBBP activator protein	10847
ENSMUSG00000057280	MUSK	muscle associated receptor tyrosine kinase	4593
ENSMUSG00000023272	CRELD2	cysteine rich with EGF like domains 2	79174
ENSMUSG00000064272	GPBAR1	G protein-coupled bile acid receptor 1	151306
ENSMUSG00000024180	TMEM8A	transmembrane protein 8A	58986
ENSMUSG00000039218	SRRM2	serine/arginine repetitive matrix 2	23524
ENSMUSG00000027303	PTPRA	protein tyrosine phosphatase, receptor type A	5786
ENSMUSG00000060716	PLEKHH1	pleckstrin homology, MyTH4 and FERM domain containing H1	57475
ENSMUSG00000090509	SFTA2	surfactant associated 2	389376
ENSMUSG00000028868	WASF2	WAS protein family member 2	10163
ENSMUSG00000002808	EPDR1	ependymin related 1	54749
ENSMUSG00000041237	PKLR	pyruvate kinase, liver and RBC	5313
ENSMUSG00000061062	HDAC1	histone deacetylase 1	3065
ENSMUSG00000031072	ORAOV1	oral cancer overexpressed 1	220064
ENSMUSG00000062432	CYP26C1	cytochrome P450 family 26 subfamily C member 1	340665
ENSMUSG00000056481	CD248	CD248 molecule	57124
ENSMUSG00000029096	HTRA3	HtrA serine peptidase 3	94031
ENSMUSG00000057674	KRTAP2-1	keratin associated protein 2-1	81872
ENSMUSG00000035278	PLEKHJ1	pleckstrin homology domain containing J1	55111
ENSMUSG00000034751	MAST4	microtubule associated serine/threonine kinase family member 4	375449
ENSMUSG00000006215	ZBTB17	zinc finger and BTB domain containing 17	7709
ENSMUSG00000004698	HDAC9	histone deacetylase 9	9734
ENSMUSG00000024033	RSPH1	radial spoke head 1 homolog	89765
ENSMUSG00000078144	CAPNS2	calpain small subunit 2	84290
ENSMUSG00000047996	PRRG1	proline rich and Gla domain 1	5638
ENSMUSG00000060170	OR2Y1	olfactory receptor family 2 subfamily Y member 1	134083
ENSMUSG00000043019	EDEM3	ER degradation enhancing alpha-mannosidase like protein 3	80267
ENSMUSG00000031130	BRS3	bombesin receptor subtype 3	680
ENSMUSG00000029838	PTN	pleiotrophin	5764
ENSMUSG00000035299	MID1	midline 1	4281
ENSMUSG00000102752	C1orf226	chromosome 1 open reading frame 226	400793
ENSMUSG00000045471	HCRT	hypocretin neuropeptide precursor	3060
ENSMUSG00000036432	SIAH2	siah E3 ubiquitin protein ligase 2	6478
ENSMUSG00000078768	ZNF566	zinc finger protein 566	84924
ENSMUSG00000035992	FNIP1	folliculin interacting protein 1	96459
ENSMUSG00000044819	OXGR1	oxoglutarate receptor 1	27199
ENSMUSG00000022194	PABPN1	poly(A) binding protein nuclear 1	8106
ENSMUSG00000079502	CFAP77	cilia and flagella associated protein 77	389799
ENSMUSG00000022070	BORA	bora, aurora kinase A activator	79866
ENSMUSG00000026241	NPPC	natriuretic peptide C	4880
ENSMUSG00000054237	FRA10AC1	FRA10A associated CGG repeat 1	118924
ENSMUSG00000021681	AGGF1	angiogenic factor with G-patch and FHA domains 1	55109
ENSMUSG00000069020	URM1	ubiquitin related modifier 1	81605
ENSMUSG00000020722	CACNG1	calcium voltage-gated channel auxiliary subunit gamma 1	786
ENSMUSG00000038259	GDF5	growth differentiation factor 5	8200
ENSMUSG00000027502	RTFDC1	replication termination factor 2 domain containing 1	51507
ENSMUSG00000074643	CPNE1	copine 1	8904
ENSMUSG00000070904	IFNA21	interferon alpha 21	3452
ENSMUSG00000074923	PAK6	p21 (RAC1) activated kinase 6	56924
ENSMUSG00000020818	MFSD11	major facilitator superfamily domain containing 11	79157
ENSMUSG00000036446	LUM	lumican	4060
ENSMUSG00000020581	AGR2	anterior gradient 2, protein disulphide isomerase family member	10551
ENSMUSG00000058498	RNF207	ring finger protein 207	388591
ENSMUSG00000070870	CRYGD	crystallin gamma D	1421
ENSMUSG00000053465	HS6ST3	heparan sulfate 6-O-sulfotransferase 3	266722
ENSMUSG00000032782	CNTROB	centrobin, centriole duplication and spindle assembly protein	116840
ENSMUSG00000038022	MINDY4	MINDY lysine 48 deubiquitinase 4	84182
ENSMUSG00000057234	METTL15	methyltransferase like 15	196074
ENSMUSG00000036181	HIST1H1C	histone cluster 1 H1 family member c	3006
ENSMUSG00000021756	IL6ST	interleukin 6 signal transducer	3572
ENSMUSG00000028945	RHEB	Ras homolog enriched in brain	6009
ENSMUSG00000006649	NPHS1	NPHS1, nephrin	4868
ENSMUSG00000025613	CCT8	chaperonin containing TCP1 subunit 8	10694
ENSMUSG00000027852	NRAS	NRAS proto-oncogene, GTPase	4893
ENSMUSG00000021939	CTSB	cathepsin B	1508
ENSMUSG00000035539	CCDC180	coiled-coil domain containing 180	100499483
ENSMUSG00000046556	ZNF319	zinc finger protein 319	57567
ENSMUSG00000015053	GATA2	GATA binding protein 2	2624
ENSMUSG00000049791	FZD4	frizzled class receptor 4	8322
ENSMUSG00000044906	C18orf54	chromosome 18 open reading frame 54	162681
ENSMUSG00000056306	SERTM1	serine rich and transmembrane domain containing 1	400120
ENSMUSG00000030733	SH2B1	SH2B adaptor protein 1	25970
ENSMUSG00000031691	TNPO2	transportin 2	30000
ENSMUSG00000024008	CPNE5	copine 5	57699
ENSMUSG00000034837	GNAT1	G protein subunit alpha transducin 1	2779
ENSMUSG00000066043	PHACTR4	phosphatase and actin regulator 4	65979
ENSMUSG00000046258	ADAM29	ADAM metallopeptidase domain 29	11086
ENSMUSG00000029618	OCM	oncomodulin	654231
ENSMUSG00000075384	OR1J1	olfactory receptor family 1 subfamily J member 1	347168
ENSMUSG00000095270	IFNA21	interferon alpha 21	3452
ENSMUSG00000026246	ALPP	alkaline phosphatase, placental	250
ENSMUSG00000028277	UBE2J1	ubiquitin conjugating enzyme E2 J1	51465
ENSMUSG00000025930	MSC	musculin	9242
ENSMUSG00000027699	ECT2	epithelial cell transforming 2	1894
ENSMUSG00000020804	AANAT	aralkylamine N-acetyltransferase	15
ENSMUSG00000026009	ICOS	inducible T-cell costimulator	29851
ENSMUSG00000020268	LYRM7	LYR motif containing 7	90624
ENSMUSG00000026234	NCL	nucleolin	4691
ENSMUSG00000067299	CRYGD	crystallin gamma D	1421
ENSMUSG00000034157	CIPC	CLOCK interacting pacemaker	85457
ENSMUSG00000109238	AC114783.1		101929926
ENSMUSG00000074884	SERF2	small EDRK-rich factor 2	10169
ENSMUSG00000096397	TRAV8-7	T-cell receptor alpha variable 8-7 (non-functional)	na
ENSMUSG00000018868	PNPLA5	patatin like phospholipase domain containing 5	150379
ENSMUSG00000076563	IGKV6D-41	immunoglobulin kappa variable 6D-41 (non-functional)	na
ENSMUSG00000056370	SFTPB	surfactant protein B	6439
ENSMUSG00000028601	ECHDC2	enoyl-CoA hydratase domain containing 2	55268
ENSMUSG00000037375	HHAT	hedgehog acyltransferase	55733
ENSMUSG00000062077	TRIM54	tripartite motif containing 54	57159
ENSMUSG00000026313	HDAC4	histone deacetylase 4	9759
ENSMUSG00000071089	TRIM75P	tripartite motif containing 75, pseudogene	na
ENSMUSG00000022441	EFCAB6	EF-hand calcium binding domain 6	64800
ENSMUSG00000079608	STARD6	StAR related lipid transfer domain containing 6	147323
ENSMUSG00000021234	FAM161B	family with sequence similarity 161 member B	145483
ENSMUSG00000045287	RTN4RL1	reticulon 4 receptor like 1	146760
ENSMUSG00000021932	RNASEH2B	ribonuclease H2 subunit B	79621
ENSMUSG00000040857	ERF	ETS2 repressor factor	2077
ENSMUSG00000038354	ANKRD35	ankyrin repeat domain 35	148741
ENSMUSG00000054568	USP17L2	ubiquitin specific peptidase 17-like family member 2	377630
ENSMUSG00000017376	NLK	nemo like kinase	51701
ENSMUSG00000023966	RSPH9	radial spoke head 9 homolog	221421
ENSMUSG00000050148	UBQLN2	ubiquilin 2	29978
ENSMUSG00000036658	OR2B6	olfactory receptor family 2 subfamily B member 6	26212
ENSMUSG00000042269	FAM92B	family with sequence similarity 92 member B	339145
ENSMUSG00000035775	KRT20	keratin 20	54474
ENSMUSG00000027162	LIN7C	lin-7 homolog C, crumbs cell polarity complex component	55327
ENSMUSG00000006058	SNF8	SNF8, ESCRT-II complex subunit	11267
ENSMUSG00000021013	TTC8	tetratricopeptide repeat domain 8	123016
ENSMUSG00000071149	TAS2R14	taste 2 receptor member 14	50840
ENSMUSG00000021676	IQGAP2	IQ motif containing GTPase activating protein 2	10788
ENSMUSG00000040859	BSDC1	BSD domain containing 1	55108
ENSMUSG00000021660	BTF3	basic transcription factor 3	689
ENSMUSG00000033774	NPBWR1	neuropeptides B and W receptor 1	2831
ENSMUSG00000031333	ABCB7	ATP binding cassette subfamily B member 7	22
ENSMUSG00000025340	RABGEF1	RAB guanine nucleotide exchange factor 1	27342
ENSMUSG00000002578	IKZF4	IKAROS family zinc finger 4	64375
ENSMUSG00000034936	ARL4D	ADP ribosylation factor like GTPase 4D	379
ENSMUSG00000049649	GPR3	G protein-coupled receptor 3	2827
ENSMUSG00000054850	SMIM10L2B	small integral membrane protein 10 like 2B	644596
ENSMUSG00000026659	DUSP12	dual specificity phosphatase 12	11266
ENSMUSG00000072812	AHNAK2	AHNAK nucleoprotein 2	113146
ENSMUSG00000017615	TNFAIP1	TNF alpha induced protein 1	7126
ENSMUSG00000040537	ADAM22	ADAM metallopeptidase domain 22	53616
ENSMUSG00000048142	NAT8L	N-acetyltransferase 8 like	339983
ENSMUSG00000022160	METTL3	methyltransferase like 3	56339
ENSMUSG00000028399	PTPRD	protein tyrosine phosphatase, receptor type D	5789
ENSMUSG00000028132	TMEM56-RWDD3	TMEM56-RWDD3 readthrough	100527978
ENSMUSG00000031367	AP1S2	adaptor related protein complex 1 sigma 2 subunit	8905
ENSMUSG00000037958	NSRP1	nuclear speckle splicing regulatory protein 1	84081
ENSMUSG00000036615	RFXAP	regulatory factor X associated protein	5994
ENSMUSG00000031353	RBBP7	RB binding protein 7, chromatin remodeling factor	5931
ENSMUSG00000028992	NMNAT1	nicotinamide nucleotide adenylyltransferase 1	64802
ENSMUSG00000019866	CRYBG1	crystallin beta-gamma domain containing 1	202
ENSMUSG00000096656	TRAV18	T-cell receptor alpha variable 18	na
ENSMUSG00000039089	L3MBTL3	l(3)mbt-like 3 (Drosophila)	84456
ENSMUSG00000031516	DCTN6	dynactin subunit 6	10671
ENSMUSG00000047368	ABHD17B	abhydrolase domain containing 17B	51104
ENSMUSG00000030518	FAM189A1	family with sequence similarity 189 member A1	23359
ENSMUSG00000022607	PTK2	protein tyrosine kinase 2	5747
ENSMUSG00000062110	SCFD2	sec1 family domain containing 2	152579
ENSMUSG00000051190	OR7C2	olfactory receptor family 7 subfamily C member 2	26658
ENSMUSG00000020889	NR1D1	nuclear receptor subfamily 1 group D member 1	9572
ENSMUSG00000033099	NOL12	nucleolar protein 12	79159
ENSMUSG00000029380	CXCL1	C-X-C motif chemokine ligand 1	2919
ENSMUSG00000031230	FGF16	fibroblast growth factor 16	8823
ENSMUSG00000050830	VWC2	von Willebrand factor C domain containing 2	375567
ENSMUSG00000040414	SLC25A28	solute carrier family 25 member 28	81894
ENSMUSG00000035594	CHRNA5	cholinergic receptor nicotinic alpha 5 subunit	1138
ENSMUSG00000089736	TGFBR3L	transforming growth factor beta receptor 3 like	100507588
ENSMUSG00000032826	ANK2	ankyrin 2	287
ENSMUSG00000045973	SLC25A52	solute carrier family 25 member 52	147407
ENSMUSG00000037907	ANKRD13B	ankyrin repeat domain 13B	124930
ENSMUSG00000041736	TSPO	translocator protein	706
ENSMUSG00000033122	HSD17B3	hydroxysteroid 17-beta dehydrogenase 3	3293
ENSMUSG00000031239	ITM2A	integral membrane protein 2A	9452
ENSMUSG00000027966	COL11A1	collagen type XI alpha 1 chain	1301
ENSMUSG00000031668	EIF2AK3	eukaryotic translation initiation factor 2 alpha kinase 3	9451
ENSMUSG00000056222	SPOCK1	SPARC/osteonectin, cwcv and kazal like domains proteoglycan 1	6695
ENSMUSG00000048807	SLC35E4	solute carrier family 35 member E4	339665
ENSMUSG00000046160	OLIG1	oligodendrocyte transcription factor 1	116448
ENSMUSG00000029007	AGTRAP	angiotensin II receptor associated protein	57085
ENSMUSG00000045854	LYRM2	LYR motif containing 2	57226
ENSMUSG00000051076	VTCN1	V-set domain containing T-cell activation inhibitor 1	79679
ENSMUSG00000031766	SLC12A3	solute carrier family 12 member 3	6559
ENSMUSG00000026276	SEPT2	septin 2	4735
ENSMUSG00000015363	TRABD	TraB domain containing	80305
ENSMUSG00000051483	CBR1	carbonyl reductase 1	873
ENSMUSG00000021133	SUSD6	sushi domain containing 6	9766
ENSMUSG00000104769	IGKV4-1	immunoglobulin kappa variable 4-1	na
ENSMUSG00000073414	MPIG6B	megakaryocyte and platelet inhibitory receptor G6b	80739
ENSMUSG00000010067	RASSF1	Ras association domain family member 1	11186
ENSMUSG00000042774	OR7A5	olfactory receptor family 7 subfamily A member 5	26659
ENSMUSG00000028367	TXN	thioredoxin	7295
ENSMUSG00000069721	KRTAP3-3	keratin associated protein 3-3	85293
ENSMUSG00000026179	PNKD	paroxysmal nonkinesigenic dyskinesia	25953
ENSMUSG00000040044	ORC3	origin recognition complex subunit 3	23595
ENSMUSG00000037993	DHX38	DEAH-box helicase 38	9785
ENSMUSG00000020577	TSPAN13	tetraspanin 13	27075
ENSMUSG00000087247	ALKAL1	ALK and LTK ligand 1	389658
ENSMUSG00000095426	TRAV9-1	T-cell receptor alpha variable 9-1	na
ENSMUSG00000022464	SLC38A4	solute carrier family 38 member 4	55089
ENSMUSG00000050390	KIAA1522	KIAA1522	57648
ENSMUSG00000022306	ZFPM2	zinc finger protein, FOG family member 2	23414
ENSMUSG00000022159	RAB2B	RAB2B, member RAS oncogene family	84932
ENSMUSG00000049076	ACAP2	ArfGAP with coiled-coil, ankyrin repeat and PH domains 2	23527
ENSMUSG00000022760	THAP7	THAP domain containing 7	80764
ENSMUSG00000046748	TMEM45A	transmembrane protein 45A	55076
ENSMUSG00000024725	OSTF1	osteoclast stimulating factor 1	26578
ENSMUSG00000076855	TRAV19	T-cell receptor alpha variable 19	na
ENSMUSG00000034126	POMT2	protein O-mannosyltransferase 2	29954
ENSMUSG00000039270	MEGF9	multiple EGF like domains 9	1955
ENSMUSG00000021186	FBLN5	fibulin 5	10516
ENSMUSG00000067878	MAP7D3	MAP7 domain containing 3	79649
ENSMUSG00000021124	VTI1B	vesicle transport through interaction with t-SNAREs 1B	10490
ENSMUSG00000019432	DDX39B	DExD-box helicase 39B	7919
ENSMUSG00000070858	C4orf48	chromosome 4 open reading frame 48	401115
ENSMUSG00000096541	TRAV8-1	T-cell receptor alpha variable 8-1	na
ENSMUSG00000030342	CD9	CD9 molecule	928
ENSMUSG00000021495	FAM193B	family with sequence similarity 193 member B	54540
ENSMUSG00000021943	GDF10	growth differentiation factor 10	2662
ENSMUSG00000036196	SLC26A8	solute carrier family 26 member 8	116369
ENSMUSG00000106447	PEX11B	peroxisomal biogenesis factor 11 beta	8799
ENSMUSG00000026311	ASB1	ankyrin repeat and SOCS box containing 1	51665
ENSMUSG00000037503	FAM168B	family with sequence similarity 168 member B	130074
ENSMUSG00000003484	CYP4F8	cytochrome P450 family 4 subfamily F member 8	11283
ENSMUSG00000073434	WDR90	WD repeat domain 90	197335
ENSMUSG00000074695	IL22	interleukin 22	50616
ENSMUSG00000061780	CFD	complement factor D	1675
ENSMUSG00000071477	ZNF777	zinc finger protein 777	27153
ENSMUSG00000049515	ESPNL	espin-like	339768
ENSMUSG00000005610	EIF4G2	eukaryotic translation initiation factor 4 gamma 2	1982
ENSMUSG00000059908	PZP	PZP, alpha-2-macroglobulin like	5858
ENSMUSG00000007783	CPT1C	carnitine palmitoyltransferase 1C	126129
ENSMUSG00000040254	SEMA3D	semaphorin 3D	223117
ENSMUSG00000021338	CARMIL1	capping protein regulator and myosin 1 linker 1	55604
ENSMUSG00000040152	THBS1	thrombospondin 1	7057
ENSMUSG00000008475	ARPC5	actin related protein 2/3 complex subunit 5	10092
ENSMUSG00000024992	PDE6C	phosphodiesterase 6C	5146
ENSMUSG00000014030	PAX5	paired box 5	5079
ENSMUSG00000020467	EFEMP1	EGF containing fibulin like extracellular matrix protein 1	2202
ENSMUSG00000096551	TRAV13-1	T-cell receptor alpha variable 13-1	na
ENSMUSG00000056487	METTL7A	methyltransferase like 7A	25840
ENSMUSG00000040328	OR2V1	olfactory receptor family 2 subfamily V member 1	26693
ENSMUSG00000038497	TMCO3	transmembrane and coiled-coil domains 3	55002
ENSMUSG00000029992	GFPT1	glutamine--fructose-6-phosphate transaminase 1	2673
ENSMUSG00000002233	RHOC	ras homolog family member C	389
ENSMUSG00000032501	TRIB1	tribbles pseudokinase 1	10221
ENSMUSG00000020078	VPS26A	VPS26, retromer complex component A	9559
ENSMUSG00000059382	TAS2R43	taste 2 receptor member 43	259289
ENSMUSG00000035606	KY	kyphoscoliosis peptidase	339855
ENSMUSG00000030911	ZP2	zona pellucida glycoprotein 2	7783
ENSMUSG00000005299	LETM1	leucine zipper and EF-hand containing transmembrane protein 1	3954
ENSMUSG00000038968	KLK1	kallikrein 1	3816
ENSMUSG00000032698	LMO2	LIM domain only 2	4005
ENSMUSG00000021263	DEGS2	delta 4-desaturase, sphingolipid 2	123099
ENSMUSG00000027344	FSIP1	fibrous sheath interacting protein 1	161835
ENSMUSG00000024561	MBD1	methyl-CpG binding domain protein 1	4152
ENSMUSG00000094910	C14orf132	chromosome 14 open reading frame 132	56967
ENSMUSG00000021127	ZFP36L1	ZFP36 ring finger protein like 1	677
ENSMUSG00000043518	RAI2	retinoic acid induced 2	10742
ENSMUSG00000000631	MYO18A	myosin XVIIIA	399687
ENSMUSG00000022010	TSC22D1	TSC22 domain family member 1	8848
ENSMUSG00000032932	HSPA13	heat shock protein family A (Hsp70) member 13	6782
ENSMUSG00000044485	KLK1	kallikrein 1	3816
ENSMUSG00000031765	MT1E	metallothionein 1E	4493
ENSMUSG00000028970	ABCB1	ATP binding cassette subfamily B member 1	5243
ENSMUSG00000053604	RPIA	ribose 5-phosphate isomerase A	22934
ENSMUSG00000048087	AHCY	adenosylhomocysteinase	191
ENSMUSG00000047507	BAIAP3	BAI1 associated protein 3	8938
ENSMUSG00000058569	TMED9	transmembrane p24 trafficking protein 9	54732
ENSMUSG00000040714	KLC3	kinesin light chain 3	147700
ENSMUSG00000024517	GRP	gastrin releasing peptide	2922
ENSMUSG00000085486	LINC00854	long intergenic non-protein coding RNA 854	na
ENSMUSG00000043157	ARL11	ADP ribosylation factor like GTPase 11	115761
ENSMUSG00000076873	TRDV3	T-cell receptor delta variable 3	na
ENSMUSG00000033106	SLC7A6OS	solute carrier family 7 member 6 opposite strand	84138
ENSMUSG00000064202	SPATA6L	spermatogenesis associated 6 like	55064
ENSMUSG00000015937	H2AFY	H2A histone family member Y	9555
ENSMUSG00000039187	FANCI	Fanconi anemia complementation group I	55215
ENSMUSG00000042348	ARL15	ADP ribosylation factor like GTPase 15	54622
ENSMUSG00000055805	FMNL1	formin like 1	752
ENSMUSG00000033356	PUS7L	pseudouridylate synthase 7 like	83448
ENSMUSG00000026011	CTLA4	cytotoxic T-lymphocyte associated protein 4	1493
ENSMUSG00000067825	PEX26	peroxisomal biogenesis factor 26	55670
ENSMUSG00000021789	SFTPA2	surfactant protein A2	729238
ENSMUSG00000023572	CCNDBP1	cyclin D1 binding protein 1	23582
ENSMUSG00000041565	L3MBTL4	l(3)mbt-like 4 (Drosophila)	91133
ENSMUSG00000031133	ARHGEF6	Rac/Cdc42 guanine nucleotide exchange factor 6	9459
ENSMUSG00000020821	KIF1C	kinesin family member 1C	10749
ENSMUSG00000052819	BEST2	bestrophin 2	54831
ENSMUSG00000081058	HIST2H3C	histone cluster 2 H3 family member c	126961
ENSMUSG00000095794	IGKV4-1	immunoglobulin kappa variable 4-1	na
ENSMUSG00000049625	TIFAB	TIFA inhibitor	497189
ENSMUSG00000089859	OR4X2	olfactory receptor family 4 subfamily X member 2 (gene/pseudogene)	119764
ENSMUSG00000055435	MAF	MAF bZIP transcription factor	4094
ENSMUSG00000071738	CLDN34	claudin 34	100288814
ENSMUSG00000048001	HES5	hes family bHLH transcription factor 5	388585
ENSMUSG00000035540	GC	GC, vitamin D binding protein	2638
ENSMUSG00000028456	UNC13B	unc-13 homolog B	10497
ENSMUSG00000094433	IGKV6D-41	immunoglobulin kappa variable 6D-41 (non-functional)	na
ENSMUSG00000100079	IFNA21	interferon alpha 21	3452
ENSMUSG00000021830	TXNDC16	thioredoxin domain containing 16	57544
ENSMUSG00000070866	ZNF804A	zinc finger protein 804A	91752
ENSMUSG00000030364	CLEC2D	C-type lectin domain family 2 member D	29121
ENSMUSG00000020393	KREMEN1	kringle containing transmembrane protein 1	83999
ENSMUSG00000024986	HHEX	hematopoietically expressed homeobox	3087
ENSMUSG00000047714	PPP1R2	protein phosphatase 1 regulatory inhibitor subunit 2	5504
ENSMUSG00000025215	TLX1	T-cell leukemia homeobox 1	3195
ENSMUSG00000079186	GZMB	granzyme B	3002
ENSMUSG00000073424	CYP4F8	cytochrome P450 family 4 subfamily F member 8	11283
ENSMUSG00000024410	C18orf8	chromosome 18 open reading frame 8	29919
ENSMUSG00000032384	CSNK1G1	casein kinase 1 gamma 1	53944
ENSMUSG00000028995	FAM126A	family with sequence similarity 126 member A	84668
ENSMUSG00000026480	NCF2	neutrophil cytosolic factor 2	4688
ENSMUSG00000046082	TMEM174	transmembrane protein 174	134288
ENSMUSG00000062519	ZNF398	zinc finger protein 398	57541
ENSMUSG00000024097	SRSF7	serine and arginine rich splicing factor 7	6432
ENSMUSG00000090799	KLHL33	kelch like family member 33	123103
ENSMUSG00000046834	KRT1	keratin 1	3848
ENSMUSG00000015437	GZMB	granzyme B	3002
ENSMUSG00000008373	PRPF31	pre-mRNA processing factor 31	26121
ENSMUSG00000041571	SELENOW	selenoprotein W	6415
ENSMUSG00000028423	NFX1	nuclear transcription factor, X-box binding 1	4799
ENSMUSG00000025938	SLCO5A1	solute carrier organic anion transporter family member 5A1	81796
ENSMUSG00000066108	MUC5B	mucin 5B, oligomeric mucus/gel-forming	727897
ENSMUSG00000076523	IGKV1-33	immunoglobulin kappa variable 1-33	na
ENSMUSG00000041794	MYRIP	myosin VIIA and Rab interacting protein	25924
ENSMUSG00000028758	KIF17	kinesin family member 17	57576
ENSMUSG00000003752	ITPKC	inositol-trisphosphate 3-kinase C	80271
ENSMUSG00000024601	ISOC1	isochorismatase domain containing 1	51015
ENSMUSG00000101959	LDHAL6B	lactate dehydrogenase A like 6B	92483
ENSMUSG00000040770	IL25	interleukin 25	64806
ENSMUSG00000046865	FBL	fibrillarin	2091
ENSMUSG00000032333	STOML1	stomatin like 1	9399
ENSMUSG00000036915	KIRREL2	kin of IRRE like 2 (Drosophila)	84063
ENSMUSG00000076745	TRGV11	T-cell receptor gamma variable 11 (non-functional)	na
ENSMUSG00000030851	LDHC	lactate dehydrogenase C	3948
ENSMUSG00000003271	SULT2B1	sulfotransferase family 2B member 1	6820
ENSMUSG00000039155	CDH26	cadherin 26	60437
ENSMUSG00000020562	EFCAB10	EF-hand calcium binding domain 10	na
ENSMUSG00000039813	TBC1D2	TBC1 domain family member 2	55357
ENSMUSG00000018841	RAD51D	RAD51 paralog D	5892
ENSMUSG00000032549	RAB6B	RAB6B, member RAS oncogene family	51560
ENSMUSG00000018476	KDM6B	lysine demethylase 6B	23135
ENSMUSG00000092060	BEND4	BEN domain containing 4	389206
ENSMUSG00000040270	BACH2	BTB domain and CNC homolog 2	60468
ENSMUSG00000022881	RFC4	replication factor C subunit 4	5984
ENSMUSG00000022768	CCDC116	coiled-coil domain containing 116	164592
ENSMUSG00000021256	VASH1	vasohibin 1	22846
ENSMUSG00000059409	PPP2R5D	protein phosphatase 2 regulatory subunit B'delta	5528
ENSMUSG00000040812	AGBL2	ATP/GTP binding protein like 2	79841
ENSMUSG00000015365	MOV10L1	Mov10 RISC complex RNA helicase like 1	54456
ENSMUSG00000000838	FMR1	fragile X mental retardation 1	2332
ENSMUSG00000025993	SLC40A1	solute carrier family 40 member 1	30061
ENSMUSG00000031758	CDYL2	chromodomain Y like 2	124359
ENSMUSG00000043385	OR2K2	olfactory receptor family 2 subfamily K member 2	26248
ENSMUSG00000028634	HIVEP3	human immunodeficiency virus type I enhancer binding protein 3	59269
ENSMUSG00000096678	TRAV8-1	T-cell receptor alpha variable 8-1	na
ENSMUSG00000045349	SH2D5	SH2 domain containing 5	400745
ENSMUSG00000050875	KIAA1024L	KIAA1024 like	100127206
ENSMUSG00000078198	OR1L4	olfactory receptor family 1 subfamily L member 4	254973
ENSMUSG00000031226	PBDC1	polysaccharide biosynthesis domain containing 1	51260
ENSMUSG00000069717	KRTAP9-1	keratin associated protein 9-1	728318
ENSMUSG00000059060	RAD51B	RAD51 paralog B	5890
ENSMUSG00000056071	S100A9	S100 calcium binding protein A9	6280
ENSMUSG00000035626	OR4E2	olfactory receptor family 4 subfamily E member 2	26686
ENSMUSG00000027739	RAB33B	RAB33B, member RAS oncogene family	83452
ENSMUSG00000076755	TRGV11	T-cell receptor gamma variable 11 (non-functional)	na
ENSMUSG00000067071	HES6	hes family bHLH transcription factor 6	55502
ENSMUSG00000032412	ATP1B3	ATPase Na+/K+ transporting subunit beta 3	483
ENSMUSG00000074934	GREM1	gremlin 1, DAN family BMP antagonist	26585
ENSMUSG00000032609	KLHDC8B	kelch domain containing 8B	200942
ENSMUSG00000044787	SPATA32	spermatogenesis associated 32	124783
ENSMUSG00000032338	HCN4	hyperpolarization activated cyclic nucleotide gated potassium channel 4	10021
ENSMUSG00000031283	CHRDL1	chordin like 1	91851
ENSMUSG00000034292	TRAF3IP1	TRAF3 interacting protein 1	26146
ENSMUSG00000051412	VAMP7	vesicle associated membrane protein 7	6845
ENSMUSG00000021893	CAPN7	calpain 7	23473
ENSMUSG00000026459	MYOG	myogenin	4656
ENSMUSG00000022634	YAF2	YY1 associated factor 2	10138
ENSMUSG00000059429	OR1L4	olfactory receptor family 1 subfamily L member 4	254973
ENSMUSG00000037674	RFX7	regulatory factor X7	64864
ENSMUSG00000021112	MPP5	membrane palmitoylated protein 5	64398
ENSMUSG00000070822	ZSCAN18	zinc finger and SCAN domain containing 18	65982
ENSMUSG00000025648	PFKFB4	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4	5210
ENSMUSG00000032330	COX7A2	cytochrome c oxidase subunit 7A2	1347
ENSMUSG00000002257	DEF6	DEF6, guanine nucleotide exchange factor	50619
ENSMUSG00000055838	OR1Q1	olfactory receptor family 1 subfamily Q member 1	158131
ENSMUSG00000027827	KCNAB1	potassium voltage-gated channel subfamily A member regulatory beta subunit 1	7881
ENSMUSG00000021611	TERT	telomerase reverse transcriptase	7015
ENSMUSG00000038607	GNG10	G protein subunit gamma 10	2790
ENSMUSG00000025198	ERLIN1	ER lipid raft associated 1	10613
ENSMUSG00000031575	ASH2L	ASH2 like histone lysine methyltransferase complex subunit	9070
